1,1,1,43,816
2,1,1,20,752
3,1,2,53,232
4,1,12,33,373
5,1,1,56,612
6,1,3,17,966
7,1,2,38,414
8,1,2,29,336
9,1,2,27,743
10,1,0,0,0
